şarkı,stemmed_str
Gel Yanıma,bek gel gec kal gözl bek özl rüy kal git özl kal gel bek kal rüy kal kal rüy bek rüy hay yalnızl özl hay aşk aşk gec kal yoll aşk özl gözl rüy yalnızl özl gözl yalnızl git rüy hay git aşk aşk yoll özl gözl aşk gel git gec gözl rüy git yalnızl özl yalnızl git bek aşk yoll git özl git yoll özl gec hay hay hay özl özl yalnızl özl yoll bek bek git gec yoll aşk gözl kal gel kal git aşk özl özl aşk bek yoll bek gel gel gel aşk kal yoll kal gel bek yoll kal rüy rüy git gel özl yoll gel aşk bek git hay bek kal aşk kal gözl kal git git yalnızl rüy yalnızl gel yalnızl gec hay git gec aşk hay gözl hay gec gec gel bek yoll gözl gözl hay yoll yoll kal gözl yoll rüy gözl yoll git özl kal bek yoll aşk bek aşk gel git aşk özl kal git gözl git gec özl aşk yoll özl gözl gözl aşk yoll aşk aşk özl git özl özl yalnızl kal bek bek rüy gözl bek bek hay hay özl rüy gec aşk rüy yalnızl aşk yalnızl kal yalnızl git gözl bek aşk gözl git gözl bek kal rüy gec gel kal gözl gel aşk yalnızl aşk özl özl rüy gel rüy kal özl rüy özl gözl bek gözl aşk kal gel bek özl yalnızl kal hay gel bek aşk git bek bek git bek hay yalnızl gec gec bek gec gec gec yoll gözl kal yoll bek gec gel kal bek gel yoll gec gözl yalnızl yalnızl gözl aşk git yalnızl aşk bek gec gözl hay yoll rüy bek kal gec aşk bek aşk git yalnızl hay özl gec aşk özl git gel rüy gözl kal gec gözl git gel gec özl gec özl gel hay kal gözl git yalnızl bek özl gel hay gel kal yoll kal yoll kal git bek kal yalnızl bek hay aşk yalnızl gel gec gec yalnızl hay hay aşk yoll hay yoll gec bek özl aşk git aşk git gel gec özl rüy yalnızl rüy gel rüy gec aşk kal gec gel rüy yalnızl hay kal hay yalnızl kal hay git gec özl hay git yoll rüy rüy yoll gözl hay gec kal özl aşk yoll bek yalnızl rüy rüy yalnızl bek yoll kal bek gel yoll gözl hay bek gözl git hay gözl kal gel yoll aşk rüy git gel gözl gözl aşk özl bek rüy kal aşk gec hay gözl yalnızl kal yalnızl bek gec yalnızl rüy yalnızl özl aşk hay bek özl yalnızl aşk gözl yalnızl gel gec git gec özl yalnızl rüy gec gec gel bek bek kal bek gözl bek gel aşk hay gec aşk hay aşk rüy yoll git hay hay aşk yalnızl gec
Yalnızlık Senfonisi,özl gözl gel yoll git bek yalnızl kal gel özl rüy aşk bek kal yalnızl gözl yalnızl gözl yalnızl yoll aşk git hay yoll gel gec bek özl gec özl kal kal gel özl yalnızl bek gel rüy yalnızl yalnızl rüy gözl gel yalnızl gel hay özl aşk rüy rüy hay aşk rüy bek yoll aşk yalnızl git kal yoll yalnızl gözl gec kal rüy gec kal gözl hay rüy aşk gec bek git kal hay bek özl bek gec rüy yalnızl gec bek gel özl rüy yoll gel yoll yalnızl kal hay aşk kal aşk aşk gec yoll gec bek bek kal hay gel gec gec özl rüy özl rüy kal rüy bek kal gözl hay hay yoll kal yalnızl gözl yoll aşk kal git hay rüy hay gözl yoll bek gel aşk gel aşk git kal rüy gel rüy yoll gec kal kal gec bek yoll yalnızl bek hay aşk gözl gel gözl kal özl yalnızl bek hay aşk gözl bek gözl hay bek gec kal git aşk kal git rüy bek yoll aşk gec gec bek gec gel bek aşk gözl özl yoll rüy bek yoll aşk gözl yalnızl kal rüy özl kal kal bek özl aşk git git git özl hay gözl kal bek gel rüy özl kal yalnızl hay aşk özl yalnızl kal yoll hay özl yalnızl gözl git yoll gec gec gec gel yalnızl hay yoll kal
Yalnızlık Senfonisi,gec özl özl git git gec git hay yoll gözl özl gel git gel gec kal git yoll özl gözl rüy bek kal hay gözl hay bek aşk git özl git gec aşk aşk yalnızl özl kal yalnızl bek aşk gec bek bek yalnızl gözl gec gel hay yoll git gec aşk gel rüy özl aşk gel özl yalnızl gözl özl rüy hay git gözl gec gel özl gel rüy git aşk kal yalnızl yalnızl gözl hay bek yalnızl gözl aşk bek git kal gel gözl yoll gözl hay yoll gec hay aşk yalnızl özl gözl gözl yalnızl gözl yoll aşk yalnızl yoll gec gel yoll yoll hay git aşk kal rüy hay git yalnızl özl rüy kal bek yalnızl gözl özl aşk kal gec git bek özl gec rüy bek kal aşk hay yoll git yalnızl aşk bek hay yoll gel kal gel hay gec rüy rüy aşk bek gec yoll bek aşk gel yoll kal özl gözl yoll yalnızl özl hay aşk yoll gözl yalnızl git gözl git aşk kal bek kal yoll bek gec rüy yoll rüy git hay bek özl özl bek gel kal git git gel aşk bek yoll hay kal kal gec gel gel yoll kal aşk gözl kal rüy rüy hay aşk rüy özl kal bek gel yalnızl rüy git yoll hay özl yoll rüy yoll bek
Ağla Kalbim,rüy gec yoll gel yalnızl kal gec özl yoll gel hay git git yoll gel git yalnızl özl git gec gel gec gel özl özl yalnızl gözl gözl rüy özl bek gözl aşk yoll git gel gel özl aşk hay yoll hay gel gec yalnızl hay git gec yalnızl aşk git yalnızl rüy rüy gözl gözl yoll rüy git gel özl hay bek rüy aşk gel aşk bek yalnızl özl yalnızl yalnızl bek git rüy özl gel yalnızl yalnızl gözl gec gözl özl hay aşk bek rüy gözl yoll gel yoll git kal kal kal hay gel gözl yoll git git hay kal özl hay aşk gözl özl bek hay hay rüy gözl rüy aşk gözl kal rüy aşk gözl hay yoll yalnızl yalnızl gel yoll aşk hay kal yoll hay git kal bek gel gec yoll gec kal özl rüy yalnızl hay bek bek özl git yalnızl aşk bek git aşk bek özl rüy gel gel rüy gec git aşk yalnızl git yoll git özl gec kal gözl gec gözl gec yoll bek git özl git aşk gec gözl gel rüy aşk aşk yoll gel yalnızl gözl gec özl gözl kal gel aşk gel git yoll kal kal gel yoll aşk gel gec bek hay bek gel gözl bek kal gec git hay gec rüy rüy git aşk gec yoll bek rüy yoll gözl hay yoll gec rüy bek yoll gec bek kal git gec bek gel gel özl gel kal hay özl yalnızl gel hay hay rüy bek gözl gözl yalnızl gec rüy rüy yoll gel gec git gec rüy bek aşk aşk kal git yoll bek hay yalnızl bek hay hay yalnızl aşk aşk gel hay aşk özl git bek rüy gec git aşk kal gec git özl kal gec yalnızl git git aşk git yalnızl gel yalnızl bek gec bek rüy gec gec
Kara Sevda,yalnızl bek özl yoll gel git hay aşk gözl gec rüy özl yoll yoll git aşk gözl aşk yalnızl gözl rüy rüy gel yoll özl yoll rüy rüy hay özl yoll gözl aşk aşk aşk gel aşk gözl rüy hay özl yalnızl aşk yoll gözl gec özl git kal hay kal yalnızl gec hay özl yoll git gözl gel gözl gel hay yoll aşk git yoll yalnızl yoll gözl yoll gözl kal gel rüy yalnızl kal kal aşk özl aşk hay rüy rüy kal aşk git gözl yoll bek hay gözl git aşk yoll özl gözl yoll özl aşk yalnızl git özl gel gec yalnızl özl git yalnızl kal gel git gözl hay özl rüy gec yoll hay özl gel yoll gözl kal gözl yoll git rüy gözl kal aşk bek aşk özl bek özl aşk hay özl aşk gel git gel aşk kal rüy hay kal kal aşk özl hay gel gözl hay yoll gözl aşk kal git aşk gözl yalnızl özl gel hay aşk özl kal git bek yalnızl hay git gel yoll gözl gözl aşk yalnızl gözl rüy gözl rüy gel hay git kal gec bek özl rüy özl yalnızl aşk rüy gec rüy yalnızl yoll hay bek git bek kal yalnızl git git aşk git özl git gec bek rüy yalnızl yalnızl git yalnızl gel gec rüy bek bek yoll kal rüy kal aşk gözl hay aşk yalnızl gel gözl bek gözl kal kal hay özl git kal özl gel rüy bek bek rüy git aşk yoll aşk kal gözl yoll kal kal gec hay yalnızl gec yalnızl yalnızl yalnızl hay yalnızl özl hay yalnızl yoll yoll gözl yalnızl git git yoll gözl git yalnızl yalnızl rüy özl özl git gözl özl gözl özl gec yalnızl gözl yoll gel rüy rüy git bek yalnızl git aşk gel gec gel yalnızl yalnızl kal aşk aşk yoll kal özl yoll yoll rüy yalnızl yoll özl rüy kal gec gec git hay bek özl kal
Ağla Kalbim,aşk gözl yalnızl kal aşk rüy kal aşk hay bek gel kal yalnızl yoll aşk özl hay hay aşk hay yalnızl özl aşk yalnızl yalnızl gec bek git rüy yoll gel gözl hay gec bek aşk kal yoll bek aşk gec kal gel aşk yalnızl rüy gel özl kal yalnızl yoll rüy gec yalnızl hay yalnızl git aşk gözl kal kal aşk gel yalnızl gec yoll özl hay kal rüy yoll gec gel yoll git özl yoll özl bek kal aşk gec hay yalnızl hay gec aşk hay yalnızl gözl gözl gec yoll özl aşk yalnızl gözl gel git gec kal rüy gec yalnızl bek rüy git hay kal rüy yalnızl gel yoll yalnızl gel gözl git gözl yalnızl yoll yoll gel bek gec yalnızl yalnızl yoll hay hay rüy kal hay kal bek gec bek kal bek gec yalnızl gözl aşk aşk rüy hay rüy hay aşk yalnızl git bek rüy bek gec yalnızl gözl hay yalnızl gözl kal gec git gec bek gec gec hay kal özl kal yalnızl gec aşk kal bek yoll rüy rüy aşk git bek rüy bek aşk gözl yoll gel aşk aşk bek aşk gel aşk git yoll kal gözl aşk gözl yalnızl git rüy yoll hay gec aşk rüy gel yoll git hay bek hay gel yoll özl bek özl gec aşk aşk gözl aşk rüy git gel yoll yoll rüy gözl yoll hay gec aşk özl yoll yoll özl git hay aşk kal kal rüy gözl git git yalnızl yalnızl rüy hay rüy özl gec yalnızl hay gözl yoll git kal gel yalnızl özl gözl git hay özl yoll gel rüy yalnızl yalnızl yalnızl gel yoll git git gözl özl hay kal gel gözl gec gözl kal rüy git aşk gec hay yalnızl kal gel aşk
Ağla Kalbim,rüy rüy gözl özl aşk gel aşk özl gec aşk bek rüy git aşk yoll yoll yoll yalnızl gözl gec gel git gözl gel gözl kal gel gözl özl gec yalnızl yoll gel gel bek gel git git yalnızl rüy kal gözl yoll gec gel yalnızl yalnızl rüy rüy gec rüy bek gel kal yoll gec özl git özl kal gözl gözl yoll aşk yalnızl gel yoll gözl aşk yoll gözl bek yalnızl özl bek yoll kal gec gözl özl kal özl git özl hay rüy rüy gözl kal bek gözl özl rüy gec rüy yalnızl özl gözl özl kal bek gel bek rüy hay özl yoll gec bek özl rüy yalnızl rüy bek özl rüy gel rüy yoll rüy gec aşk özl gel yoll yoll hay gözl kal özl hay gec gözl yalnızl yalnızl gözl hay hay kal gec hay bek yoll gel gec git yalnızl gözl rüy git kal yalnızl git yalnızl kal yalnızl rüy gec özl gec aşk yalnızl özl özl kal git gel yoll gözl kal yalnızl git özl gözl gözl aşk rüy hay gec özl yoll yalnızl aşk yoll yalnızl git rüy özl gel gel kal rüy bek yoll yalnızl yalnızl hay yalnızl gel aşk yalnızl gec kal hay bek git hay gözl hay özl yoll gec gel gec özl gözl aşk rüy git yoll gec gel rüy bek aşk gel aşk gel özl rüy hay bek gel kal rüy gec gec gel aşk kal gözl rüy bek gec yalnızl
Rüya,yalnızl git yoll gel git gel rüy gözl rüy rüy aşk bek aşk rüy hay gel gec özl gözl yalnızl git gec gözl özl aşk hay gözl kal gel gec gec hay özl kal gel rüy gec rüy kal hay gel yoll yoll aşk yoll git hay bek özl aşk rüy aşk bek gel hay aşk özl gec bek gel gel yoll aşk git kal özl yoll gel gel özl özl aşk aşk gözl hay rüy git bek rüy kal bek yoll bek hay gel rüy rüy bek git bek kal özl gel gel gec yoll hay git kal gec aşk özl gözl kal aşk yalnızl gel gözl gel hay yoll gözl gözl aşk aşk gel rüy özl bek bek kal rüy özl gözl aşk gözl bek aşk aşk yalnızl gec aşk git rüy bek aşk bek hay gec gel rüy bek git hay yoll hay aşk git rüy yalnızl gec yalnızl yoll rüy gözl gec hay rüy bek yoll hay gel aşk rüy yoll aşk gel yalnızl yoll yalnızl kal gec gec gözl yoll hay özl gec özl yoll yoll hay gec aşk bek yoll özl gel yoll rüy gec özl rüy gel gec hay gec gec rüy yoll git gec rüy git yoll hay gec hay git özl gel aşk gözl özl aşk aşk kal yalnızl gec gec yoll gözl hay aşk git git yalnızl gec hay özl git yoll gözl aşk aşk aşk yoll aşk git aşk yalnızl yoll aşk hay kal yalnızl yalnızl gel kal rüy yoll git özl bek gec özl gec rüy git hay kal git gözl özl yoll aşk yoll özl rüy git gec gözl gel bek gel kal yalnızl gözl yoll yoll gözl yalnızl gözl bek gözl kal yalnızl gözl aşk yalnızl rüy hay gel özl aşk gözl hay rüy gel yoll bek gözl hay bek rüy aşk aşk rüy git hay rüy git hay gözl aşk gözl rüy hay bek gözl bek rüy gel rüy git hay kal yoll yoll yoll hay özl rüy hay hay özl aşk aşk yalnızl yalnızl yalnızl rüy git git hay bek yalnızl yoll özl bek özl kal git gec gec gözl gec gözl gec yalnızl bek gel git git hay rüy hay gözl rüy yoll gec yalnızl yalnızl rüy yoll hay git bek yalnızl yoll aşk gözl hay rüy git hay rüy git bek gec gözl gel rüy hay gel özl kal aşk gel gözl bek yoll bek kal gel yalnızl yoll gel gec gel yalnızl aşk kal bek özl aşk kal gel rüy aşk yalnızl gel kal git rüy özl hay hay gözl yalnızl yoll hay gözl gec gec özl yalnızl gel git aşk özl rüy gel yalnızl hay kal git kal hay aşk git git aşk yalnızl gözl bek gözl yoll yoll git bek aşk
Haydi Gel İçelim,kal hay özl aşk kal kal yalnızl kal bek gözl rüy gec gec yalnızl gözl gec özl yoll yalnızl rüy rüy rüy yalnızl gel aşk özl gözl gözl rüy yoll git özl gözl gözl rüy kal yoll git kal gel gözl yalnızl yalnızl bek yalnızl rüy yoll rüy gözl rüy gel yoll bek gel aşk özl yalnızl yalnızl kal gel gözl yalnızl yoll hay yoll aşk git gözl gel hay gec gec git yalnızl yalnızl gözl git aşk özl rüy gözl gel bek rüy hay gözl aşk gel yalnızl bek hay gec hay yalnızl gel rüy yoll gel rüy aşk bek gel bek gözl git gel yoll aşk hay kal aşk kal yoll özl yalnızl özl yoll yalnızl git git özl bek rüy bek kal gel yoll git kal aşk aşk git kal özl kal bek gözl yalnızl yoll aşk aşk hay hay yoll kal özl özl bek rüy yoll özl gec gözl gözl yalnızl bek gec yoll kal gec hay gözl rüy git git özl gec aşk bek gec özl gel yalnızl yalnızl yalnızl gözl hay gec gözl gec gec rüy gel aşk kal yoll gel bek özl özl rüy kal özl gözl aşk bek bek gec gec bek gel rüy yalnızl aşk bek yalnızl gel aşk hay git rüy aşk yalnızl gec gec gözl aşk gel gec gözl gözl aşk hay gel gel yalnızl gözl git yoll aşk rüy gec bek gec yalnızl hay gözl yalnızl hay hay git yalnızl gec hay özl kal yoll bek kal gec yalnızl gec yalnızl gözl git kal yalnızl kal rüy yoll rüy gel yoll git yoll git yoll hay kal yalnızl hay gözl aşk gel hay gözl özl gözl yoll gel özl yalnızl gec yoll aşk özl hay özl bek aşk rüy gel bek özl git aşk aşk bek gec gec gel yalnızl gec gel hay
Yalnızlık Senfonisi,git yoll bek özl yoll aşk rüy gec bek gel gec kal yalnızl gec git hay gel gözl hay bek rüy bek kal git gözl bek yoll gec kal gözl kal hay rüy kal özl kal yalnızl rüy yalnızl yoll kal gözl gözl gel git özl gec yalnızl git gec gec git yoll git özl yoll özl özl bek hay yoll rüy özl gözl aşk gözl aşk yoll kal git gec kal aşk gözl yalnızl hay bek bek kal git gel yoll özl gözl rüy yoll yalnızl gec yalnızl gözl aşk gec kal aşk bek kal gözl gec özl gözl gel kal özl özl hay bek kal gözl hay aşk özl git gel yalnızl aşk gel özl rüy gel kal rüy yoll gec yoll kal gel özl özl gec bek bek gel yoll yalnızl hay özl gel gel gel kal hay hay yalnızl aşk aşk git yalnızl gözl yoll özl bek rüy gel bek gözl aşk kal bek gözl bek gel yoll gözl hay yalnızl özl yalnızl özl git yalnızl gözl gözl git yalnızl gözl hay rüy gel gözl gözl yalnızl özl bek bek bek özl hay yalnızl gel git gözl kal kal özl yalnızl aşk yoll gec yalnızl yalnızl gel gözl gec yoll gözl özl gec aşk git hay yalnızl gel gel yoll gözl kal özl yalnızl git gel yalnızl git bek aşk rüy bek özl bek hay özl gözl aşk gec gözl bek kal aşk kal özl özl aşk bek yoll hay yoll gec yalnızl gel yalnızl bek gec rüy gözl rüy özl gözl yoll gel yalnızl hay git hay yoll bek gözl hay gec yalnızl hay aşk git gözl hay gözl aşk yalnızl rüy rüy yoll aşk hay yalnızl hay git aşk yoll yalnızl kal gözl rüy bek rüy gel bek git gec özl aşk git aşk yoll bek kal kal yoll rüy kal aşk aşk gözl gel yalnızl kal bek gözl git git özl yoll aşk gec gec kal gözl rüy git bek gözl yoll yalnızl kal kal yoll yalnızl gec aşk yoll
Gel Yanıma,kal yoll kal yalnızl hay bek gel yoll git yoll bek kal bek git gözl gel yoll hay gec özl kal yalnızl özl hay gözl aşk aşk yalnızl gözl kal kal yalnızl bek kal gözl kal aşk hay yalnızl hay aşk bek aşk git hay aşk hay rüy kal kal aşk özl rüy kal bek gec rüy rüy kal gözl yoll gel hay aşk gec bek gözl rüy gözl yoll yoll kal gözl yalnızl yoll kal yalnızl hay gec git gözl gözl yalnızl yoll özl yoll git rüy yoll rüy hay kal gel git git yalnızl özl aşk gel gözl gözl gözl aşk kal aşk gel rüy kal yalnızl git hay aşk kal bek yoll bek yalnızl gözl özl yalnızl kal aşk git git aşk bek aşk gel yalnızl git yalnızl kal bek gözl gec bek gel özl yoll gözl git gec rüy yoll hay gec özl özl özl gec yalnızl bek bek rüy özl özl yalnızl rüy gözl hay git kal yoll kal git kal yoll yoll yoll kal gözl git özl rüy yalnızl gec bek hay rüy gözl gel aşk yoll git gel yoll gözl özl aşk yalnızl kal gel özl aşk özl gözl gel kal kal gec yalnızl gec git aşk rüy özl kal gözl rüy gec rüy gözl özl kal rüy gözl yoll hay yalnızl bek yalnızl özl hay gec gel gözl özl kal git hay
Haydi Gel İçelim,özl hay hay özl git gözl git gel gözl hay gel aşk rüy rüy gel aşk gel yoll hay aşk hay bek kal kal gec hay özl gözl özl gec gel bek yoll yalnızl git kal gel gel gel rüy aşk gel rüy rüy yalnızl kal yoll yoll git rüy gec gec gec aşk gel gel yalnızl aşk gel gel gec kal aşk rüy gec gel özl özl gec gel aşk git gözl bek rüy hay aşk gel hay aşk gel rüy kal yalnızl gec git aşk gel gec yoll gözl yoll gözl rüy aşk özl git aşk gel özl hay aşk yalnızl aşk yoll yalnızl yalnızl gözl hay kal yoll yoll hay aşk rüy yalnızl aşk gözl gözl gel bek gec bek hay bek hay yoll gel yoll aşk özl aşk bek özl bek rüy hay aşk gözl git git hay hay gel gözl aşk hay gözl yalnızl yoll git yalnızl yalnızl gözl gec git özl özl gel hay hay yoll gel özl yoll yoll gel gözl aşk kal yoll yalnızl kal aşk kal git bek özl hay yalnızl git yoll hay rüy gel yalnızl gel gözl aşk gec yoll yoll bek hay git yoll rüy yoll rüy aşk bek
Haydi Gel İçelim,rüy aşk yoll özl yalnızl rüy rüy özl aşk hay gel özl yalnızl özl hay git yalnızl gözl yalnızl aşk kal gel yoll hay gec gözl git git bek gec yoll rüy gözl gözl bek gel gel gözl özl gec yalnızl yalnızl gel rüy özl kal özl gec gözl bek gec yalnızl gel gec kal özl yoll rüy aşk özl bek yoll aşk bek gözl yalnızl hay yoll rüy bek rüy gel yalnızl yalnızl özl yoll gec git gec gel gec gel özl hay bek git yoll bek gözl aşk yoll bek yalnızl bek özl özl özl yalnızl özl gözl kal rüy gel rüy aşk bek bek rüy aşk yalnızl yalnızl gözl bek aşk rüy hay özl aşk bek yoll bek gözl gel özl özl aşk gec yalnızl rüy gözl gözl yoll gözl yoll hay aşk yoll yalnızl kal rüy gel git kal gözl gec gec gözl hay gözl git kal gözl kal gel yoll gözl gözl özl gec kal kal aşk gec yoll yoll rüy hay rüy kal aşk yalnızl kal gözl bek gec aşk hay git gel kal git git aşk gec rüy özl git aşk aşk aşk yalnızl yalnızl rüy yoll kal yalnızl aşk yalnızl özl gözl hay yoll gec yalnızl bek özl özl git aşk kal rüy yoll özl yoll yoll bek yalnızl gec yalnızl git gözl özl gözl rüy gel kal hay gel aşk kal yoll bek bek gec git gec özl hay git rüy aşk gel hay rüy rüy özl kal gec git yalnızl gel gec bek gel gel yalnızl hay gec özl aşk aşk rüy gel yoll bek gel rüy yoll git git git gec bek kal hay gec git özl git gel bek özl hay gözl hay hay git yoll hay yoll git özl bek gel bek git gel rüy özl yoll git özl yoll bek aşk git hay rüy aşk git aşk hay hay yalnızl gel yoll hay aşk yalnızl gözl rüy gel aşk aşk yoll bek gözl yalnızl gözl yoll gel yoll gel git yalnızl kal kal yalnızl yoll git kal kal hay hay gözl aşk git git gec git yalnızl aşk aşk özl gel kal özl yalnızl gözl rüy gel yalnızl gel gec kal yalnızl kal hay kal gel kal kal gözl kal gel gec gec git özl hay hay yoll hay özl yalnızl özl yoll kal özl gözl özl rüy hay rüy hay kal gec git gec bek git kal rüy kal git yoll yoll kal aşk rüy aşk bek özl hay kal hay yalnızl rüy gözl gec kal gel aşk git rüy gec yoll rüy kal aşk hay yalnızl aşk gözl yalnızl gec aşk gel
Rüya,rüy gözl gec yalnızl git özl yalnızl gec gec aşk gec gözl yalnızl aşk hay gel yalnızl rüy aşk yalnızl kal gel hay git yalnızl yoll gözl aşk aşk yalnızl gözl bek aşk özl özl gec rüy yalnızl aşk gel gözl yalnızl bek gözl git yoll aşk özl hay gözl gözl aşk gel bek git özl bek aşk kal özl yalnızl rüy git yalnızl git kal gec aşk git kal kal kal kal git kal git yalnızl rüy özl bek git git özl özl bek git rüy git kal hay yoll aşk aşk git hay aşk yoll bek yoll yoll gözl gel gel hay git git kal gel bek gec git kal özl hay git rüy yalnızl git aşk yalnızl git kal özl gel yoll gec aşk yoll kal git gel git kal aşk özl yalnızl rüy hay bek yalnızl git bek gec git kal gec hay gec aşk gözl özl bek kal gec gel özl hay hay yoll aşk gözl gözl git aşk özl gözl bek gec gel gözl yalnızl yoll özl kal hay gözl gec kal gözl yoll yoll hay aşk özl bek rüy git yalnızl kal gözl gec gözl gec rüy rüy hay aşk bek özl aşk bek aşk git gel gec gec kal bek gözl bek yalnızl bek gözl gözl bek kal kal gec gec aşk hay yoll aşk gözl git yalnızl aşk gel gec yalnızl bek kal yoll bek kal git yalnızl yoll rüy kal git özl özl hay bek bek git bek bek gec yoll özl gözl bek gözl rüy yalnızl hay özl özl gec hay bek aşk özl yalnızl aşk git gel rüy yoll kal kal aşk bek yoll kal rüy özl
Bir Derdim Var,bek kal gec kal aşk gözl hay yalnızl gözl yalnızl rüy kal rüy aşk git rüy yoll bek gel aşk rüy bek yoll bek yalnızl aşk gözl özl özl gel gec git özl yalnızl git özl gel yalnızl gözl git gözl rüy gec git aşk aşk aşk rüy bek gözl kal aşk gec gözl gec rüy yoll kal rüy yoll git git hay gec git gel rüy gözl hay git hay gel hay yoll yoll rüy rüy gec yoll gel rüy bek yalnızl gec yoll yalnızl gec hay rüy hay hay gözl aşk gel gec özl gel rüy aşk gel kal aşk bek bek hay özl gözl aşk bek yoll özl gec aşk kal kal hay gec hay rüy gel kal aşk rüy kal gel kal kal gözl git gec git git özl git hay git bek bek bek gel kal bek kal rüy yoll git yoll gel gözl yalnızl rüy gel yoll git gec rüy aşk gözl rüy yoll bek git özl özl gözl gözl gözl özl yalnızl yoll kal hay gec gözl yoll rüy gel yalnızl özl gözl yoll yoll kal rüy rüy kal aşk yoll gel gec bek aşk gec gec gözl yalnızl gel yalnızl hay aşk git özl gel hay hay aşk hay rüy git aşk kal rüy kal yalnızl yalnızl kal özl hay yoll gec git aşk özl bek rüy gec özl yoll yalnızl rüy yoll bek gec kal yalnızl rüy gel yoll yalnızl gel gel yalnızl özl git yalnızl özl git rüy rüy git yoll aşk rüy git gec hay yalnızl kal hay gec özl gec yoll gel aşk aşk git gec bek yoll aşk aşk bek gel gözl bek gözl gec gel bek gözl yoll gec gözl bek aşk yoll git yalnızl aşk gel hay özl gözl aşk yalnızl yoll gel yoll yoll gec git gec kal hay rüy özl kal yalnızl özl yoll rüy yalnızl gel özl kal gözl bek gec kal hay bek bek gözl yalnızl git yoll aşk yalnızl özl yalnızl aşk bek özl hay rüy bek hay hay aşk özl git git gözl hay bek gel git hay hay hay rüy rüy aşk kal kal özl gel özl yalnızl gec gözl hay rüy gec gel git yalnızl git bek bek gec git bek yalnızl bek yalnızl gel bek rüy yoll kal aşk bek rüy kal yoll rüy yalnızl gel yalnızl hay gözl hay hay yalnızl git gözl gec yalnızl hay bek git bek hay bek hay rüy yoll kal özl yalnızl bek gec git rüy yalnızl rüy git gözl özl yoll özl gec gec gel aşk bek özl aşk git gec bek rüy yoll gözl yoll gel gec gel yalnızl git rüy yoll yoll gec özl rüy yoll rüy yalnızl git yalnızl yalnızl yoll gec hay gel aşk yalnızl gec bek aşk özl aşk yoll yoll yoll yalnızl kal gec gel yalnızl rüy git yoll git
Yalnızlık Senfonisi,gec kal yoll rüy bek kal gözl kal bek gözl gec yoll özl özl gel gel gel gözl kal yoll yoll gec yoll yoll yoll yalnızl git bek gözl bek hay bek gel rüy yoll gec gel aşk kal rüy bek kal gözl gel hay aşk git kal hay aşk aşk rüy rüy hay gözl bek rüy kal gel hay yoll gel gec aşk gel gec özl gel kal hay rüy yalnızl kal gec rüy aşk özl gec özl yalnızl gözl gec gel bek gec hay gel bek kal aşk gec hay yalnızl gel yoll aşk gözl kal gel git bek aşk rüy özl rüy yalnızl hay hay bek özl yalnızl bek yoll hay git özl gel gel gec yalnızl git hay aşk kal git gec gözl aşk bek kal git yoll özl yoll özl kal aşk özl git gözl gözl gec kal rüy bek git gözl rüy aşk rüy hay aşk rüy rüy kal gec gec kal yoll bek gözl hay gec yoll bek gözl yalnızl gel gec rüy aşk gel aşk hay gözl yalnızl aşk rüy bek bek özl gözl bek gözl kal yoll yalnızl bek git gec yalnızl gözl özl git kal gözl hay gec yalnızl gel yoll gel hay gec gec gözl rüy yalnızl hay özl bek yoll bek yoll gözl bek yalnızl kal yalnızl gel hay bek yoll bek hay yalnızl aşk git bek hay aşk gec kal gözl gec aşk özl gel gel gözl özl yoll gec gec gel gel rüy hay gel aşk yalnızl yoll özl kal kal aşk aşk git git bek kal yalnızl yoll yoll git git bek aşk rüy git özl aşk bek aşk yalnızl rüy gözl gözl gel gec özl yalnızl gel gel hay yalnızl özl yalnızl bek yoll kal yalnızl rüy git özl hay bek aşk bek aşk aşk yalnızl git gel gözl gözl aşk git aşk yoll yoll özl bek yalnızl bek yoll yoll gözl özl rüy gec rüy git bek git bek gec aşk hay rüy gec kal özl rüy gel hay gec özl aşk gel hay gel git gec özl git gel kal özl kal gözl hay gözl gel gel gec özl gec yoll gözl git git rüy rüy
